Company Common Name,Instrument,Issuer Ticker
Prevail Therapeutics Inc,PRVL.OQ^A21,
Atreca Inc,BCEL.PK^F24,
Grocery Outlet Holding Corp,GO.OQ,GO
Shooting Star Acquisition Corp,SSSSp.V,
Main Street Financial Services Corp,MSWV.PK,MSWV
RealReal Inc,REAL.OQ,REAL
ICEsoft Technologies Canada Corp,ISFT.CD,
Golden Nugget Online Gaming Inc,GNOG.OQ^E22,DKNGG
Eagle Point Income Company Inc,EIC.N,EIC
Athene Holding Ltd,ATH_pa.N,ATH
Blue Owl Capital Corp,OBDC.N,OBDC
G Mining Ventures Corp,GMIN.TO,
Jushi Holdings Inc,JUSH.CD,JUSH
Cambium Networks Corp,CMBM.OQ,
Sparrowhawk Opportunity Corp,SHKp.V,
Overactive Media Corp,OAM.V,
Kenorland Minerals Ltd,KLD.V,
Hawkeye Systems Inc,HWKE.PK,
Karuna Therapeutics Inc,KRTX.OQ^C24,
IAA Inc,IAA.N^C23,RBAXIS
Adaptive Biotechnologies Corp,ADPT.OQ,
Morphic Holding Inc,MORF.OQ^H24,
Cencosud Shopping SA,CENCOMALLS.SN,CENCO
Electromedical Technologies Inc,EMED.PK,
Panorama Capital Corp,PANOp.V,
Immunovant Inc,IMVT.OQ,
Appili Therapeutics Inc,APLI.TO,
BlackRock Science and Technology Term Trust,BSTZ.N,
Glass House Brands Inc,GLASau.NLB,GLASX
Eshbal Functional Food Inc,ESBL.V,
Fulcrum Therapeutics Inc,FULC.OQ,
Mirum Pharmaceuticals Inc,MIRM.OQ,MIRM
Gateway Bank FSB,GWBK.PK,GWBK
Phreesia Inc,PHR.N,
Medallia Inc,MDLA.N^J21,MDLLIM
Genesis Acquisition Corp,REBLp.V,
B-Gaming SA,GAMIm.BA,
UpHealth Inc,UPHL.PK,UPHL
VIP Entertainment Technologies Inc,VIPh.V,
Castle Biosciences Inc,CSTL.OQ,
Richmond Mutual Bancorporation Inc,RMBI.OQ,RMBI
Vanta Holdings Inc,VNTA.CD,
Sunnova Energy International Inc,NOVAQ.PK^K25,GSE
Livongo Health LLC,LVGO.OQ^K20,LVGO
Coaction Global Inc,PROS.N^H21,PDLPAC
Draftkings Inc,DKNG.OQ,DKNG
Assetmark Financial Holdings Inc,AMK.N^I24,HUTAIS
Lmp Automotive Holdings Inc,LMPX.PK,
Health Catalyst Inc,HCAT.OQ,HCAT
Scopus Biopharma Inc,SCPS.PK,
CubicFarm Systems Corp,CUB.V,CUB
MustGrow Biologics Corp,MGRO.V,
Kura Sushi USA Inc,KRUS.OQ,
SNDL Inc,SNDL.OQ,SNDL
Credifamilia Compania de Financiamiento SA,CREDIFAMI.CN,CREXZ
Triller Group Inc,ILLR.PK,
Celularity Inc,CELU.OQ,
Bitfarms Ltd,BITF.TO,BITF
Afya Ltd,AFYA.OQ,AFYA
First Seacoast Bancorp Inc,FSEA.OQ,FSEA
Intercorp Financial Services Inc,IFS.N,IFS
Pioneer Bancorp Inc,PBFS.OQ,
Banco Inter SA,BIDI11.SA^F22,BCOI
Sekur Private Data Ltd,SKUR.CD,
Abound Energy Inc,ABND.CD,
Arko Corp.,ARKO.OQ,ARKO
EXCO Resources Inc,EXCE.PK,EXCE
Envista Holdings Corp,NVST.N,NVST
RiverNorth Managed Duration Municipal Income Fund Inc,RMM.N,
Skillsoft Corp,SKIL.N,SKILX
"RAPT Therapeutics, Inc",RAPT.OQ^C26,
NGEx Minerals Ltd,NGEX.TO,
Oportun Financial Corp,OPRT.OQ,OPRT
Moving Image Technologies Inc,MITQ.A,
Grizzly Energy LLC,GRZZU.PK^L23,GRZZP
BTRS Holdings Inc,BTRS.OQ^L22,BLYFCB
CoJax Oil & Gas Corp,CJAX.PK,
Dynatrace Inc,DT.N,DT
Tuscan Holdings Corp II,THCA.PK^L22,
Galactic Gold Corp,GGAU.V,
Gold Mountain Mining Corp,GMTN.TO^I25,
Sezzle Inc,SEZL.OQ,SEZNL
BioNxt Solutions Inc,BNXT.CD,
Bio Essence Corp,BIOE.PK,
Aspen Insurance Holdings Ltd,AHL_pe.N,AHL
Vericity Inc,VERY.OQ^G24,
CrossFirst Bankshares Inc,CFB.OQ^C25,BUSESB
SPARQ Systems Inc,SPRQ.V,
Vintage Wine Estates Inc,VWESQ.PK^D25,VINWE
Cloud DX Inc,CDXh.V^K25,CLUDD
Imricor Medical Systems Inc,IMR.AX,
Satsuma Pharmaceuticals Inc,STSA.OQ^F23,
Monopar Therapeutics Inc,MNPR.OQ,
Cloudflare Inc,NET.N,NET
10X Genomics Inc,TXG.OQ,
Ionik Corp,INIK.V,IONIK
TFF Pharmaceuticals Inc,TFFP.OQ^B25,
Gold Flora Corp,GRAM.NLB^H25,
Docebo Inc,DCBO.TO,
SpringWorks Therapeutics Inc,SWTX.OQ^G25,
Spruce Power Holding Corp,SPRU.N,SPRU
Rockley Photonics Holdings Ltd,RKLYQ.PK^C23,RKLY
Peloton Interactive Inc,PTON.OQ,PTON
Ping Identity Holding Corp,PING.K^J22,PING
Viela Bio Inc,VIE.OQ^C21,
Productive Business Solutions Ltd,PBSu.JS,PBS
Wisynco Group Ltd,WISYNCO.JS,
VM Investments Ltd,VMIL.JS,
Fontana Ltd,FTNA.JS,
Eppley Caribbean Property Fund SCC Ltd,CPFV.JS,
SmileDirectClub Inc,SDCCQ.PK,SDCX
CW Petroleum Corp,CWPE.PK,
Entergy Texas Inc,ETI_p.N,ETRTT
Hims & Hers Health Inc,HIMS.N,HIMS
IGM Biosciences LLC,IGMS.OQ^H25,
Vir Biotechnology Inc,VIR.OQ,
Advantage Solutions Inc,ADV.OQ,ADVX
Star Operating Companies Inc,STRRP.OQ,STRRP
ChargePoint Holdings Inc,CHPT.N,CHPTX
Aprea Therapeutics Inc,APRE.OQ,
Korro Bio Inc,KRRO.OQ,
Cerence Inc,CRNC.OQ,CRNC
Nuveen Municipal Credit Opportunities Fund,NMCO.N,NMCO
Carebook Technologies Inc (Pre-Merger),CRBK.V^B25,
Datadog Inc,DDOG.OQ,DDOG
Pennant Group Inc,PNTG.OQ,PNTGX
Silo Wellness Inc,SILO.CD,
Volta Metals Ltd,VLTA.CD,
Karat Packaging Inc,KRT.OQ,
"HBT Financial, Inc",HBT.OQ,HBT
Baldwin Insurance Group Inc,BWIN.OQ,BWIN
Bellring Brands Inc,BRBR.N,BRBR
Bank of Idaho Holding Co,BOID.PK^E25,GBCIB
Artemis Gold Inc,ARTG.V,ARTGX
WM Technology Inc,MAPS.OQ,
4D Molecular Therapeutics Inc,FDMT.OQ,
Progyny Inc,PGNY.OQ,
Cabaletta Bio Inc,CABA.OQ,
Beam Therapeutics Inc,BEAM.OQ,
indie Semiconductor Inc,INDI.OQ,INDI
Phathom Pharmaceuticals Inc,PHAT.OQ,PHAT
Oyster Point Pharma Inc,OYST.OQ^A23,
Dogwood State Bank,DSBX.PK^A26,TOWND
Vivara Participacoes SA,VIVA3.SA,VIVAR
Grayscale Digital Large Cap Fund LLC,GDLC.P,
89bio Inc,ETNB.OQ^J25,
OneWater Marine Inc,ONEW.OQ,ONEW
Galera Therapeutics Inc,GRTX.PK,
TELA Bio Inc,TELA.OQ,TELAX
NeoVolta Inc,NEOV.OQ,
Ampd Ventures Inc,AMPD.CD^D25,
Virtus Artificial Intelligence & Technology Opportunities Fund,AIO.N,
C&A Modas SA,CEAB3.SA,CEABC
SiTime Corp,SITM.OQ,
Banco BMG SA,BMGB4.SA,BMGBD
Morris State Bancshares Inc,MBLU.PK,MBLU
Sinic Holdings (Group) Co Ltd,2103.HK^D23,SINIGI
Sprout Social Inc,SPT.OQ,SPT
Velocity Financial Inc,VEL.N,VEL
Uranium Royalty Corp,URC.TO,
NovaBridge Biosciences,NBP.OQ,
Alpine Income Property Trust Inc,PINE.N,PINE
UC Asset LP,UCASU.PK,
Strata Critical Medical Inc,SRTA.OQ,
AST SpaceMobile Inc,ASTS.OQ,ASTS
GFL Environmental Inc,GFL.TO,GFL
AvePoint Inc,AVPT.OQ,
Draganfly Inc,DPRO.CD,
American Aires Inc,WIFI.CD,
RAMM Pharma Corp,RAMM.CD,
Triple Flag Precious Metals Corp,TFPM.TO,ELTILI
Alterego Ventures 24 Corp,ALTRp.V,
Shapeways Holdings Inc,SHPWQ.PK,
Erickson Inc,EKSN.PK,EKSN
Baudax Bio Inc,BXRXQ.PK,
Nickel 28 Capital Corp,NKL.V,
PB Financial Corp,PBNC.PK,PBNC
BILL Holdings Inc,BILL.N,BILLX
XP Inc,XP.OQ,XP
Reynolds Consumer Products Inc,REYN.OQ,REYN
YourWay Cannabis Brands Inc,YOURF.PK,
Calamos Long/Short Equity & Dynamic Income Trust,CPZ.OQ,
Hansco Capital Corp,HCOp.V,
Andlauer Healthcare Group Inc,AND.TO^K25,CLT
Tiny Ltd,TINY.TO,TINY
NeuPath Health Inc,NPTH.V,NPTH
micromobility.com inc,MCOM.PK,
Bitcoin Fund,QBTCu.TO,
Northern Ocean Ltd,NOL.OL,NOL
Leafly Holdings Inc,LFLH.PK,
Janus International Group Inc,JBI.N,JANUI
Blacksky Technology Inc,BKSY.N,BKSY
Natura Cosmeticos SA,NATU3.SA,NATUC
Equatorial Para Distribuidora de Energia SA,EQPA5.SA,EQPAE
Battalion Oil Corp,BATL.A,BATL
Katapult Holdings Inc,KPLT.OQ,
Qscreen AI Inc,QAI.CD,QAI
Zeu Technologies Inc,ZEU.CD,
Alset Inc,AEI.OQ,ALSET
Momentus Inc,MNTS.OQ,
BioScience Health Innovations Inc,BHIC.PK,
Mediaco Holding Inc,MDIA.OQ,MDIAX
CuriosityStream Inc,CURI.OQ,
Adastra Holdings Ltd,XTRX.CD,
Lifemed Industrial de Equipamentos e Artigos Medicos e Hospitalares SA,LMED3.SA,LMEDC
Greenrose Holding Company Inc,GNRSQ.PK,
Direct Communication Solutions Inc,DCSI.CD,
Netbrands Corp,NBND.PK,
T1 Energy Inc,TE.N,TEY
Black Diamond Therapeutics Inc,BDTX.OQ,
Arcutis Biotherapeutics Inc,ARQT.OQ,
Jasper Therapeutics Inc,JSPR.OQ,
CHP Merger Corp,CHPM.OQ^D22,
Porch Group Inc,PRCH.OQ,PRCH
AgileThought Inc,AGILQ.PK,
1Life Healthcare Inc,ONEM.OQ^B23,ONEM
BlackRock Health Sciences Term Trust,BMEZ.N,
Bogota Financial Corp,BSBK.OQ,BSBK
DoubleLine Yield Opportunities Fund,DLY.N,DLY
PPD Inc,PPD.OQ^L21,TMOPD
Schrodinger Inc,SDGR.OQ,
Casper Sleep Inc,CSPR.N^A22,CARPEC
Freedom Internet Group Inc,FIGI.PK,
NEXE Innovations Inc,NEXE.V,
BW Energy Ltd,BWE.OL,BWE
Trillium Acquisition Corp,TCKp.V,
Fathom Holdings Inc,FTHM.OQ,
Revolution Medicines Inc,RVMD.OQ,RVMD
Access Telecare Holdings Inc,TLMD.OQ^D22,
Fresh2 Group Ltd,FREHY.PK^L25,
Nexpoint Real Estate Finance Inc,NREF.N,NREF
Crescent Capital BDC Inc,CCAP.OQ,CRTCD
Caja Municipal de Ahorro y Credito de Arequipa SA,CMAQPC1.LM,CMAQP
Mitre Realty Empreendimentos e Participacoes SA,MTRE3.SA,
Lwsa SA,LWSA3.SA,
Passage Bio Inc,PASG.OQ,
Vantage Drilling International,VDI.OL,VTDRF
AZEK Company Inc,AZEK.N^G25,AZEK
Enliven Therapeutics Inc,ELVN.OQ,
Blue Star Foods Corp,BSFC.PK,
Middlefield Sustainable Infrastructure Dividend ETF,MINF.TO,
LINKBANCORP Inc,LNKB.OQ,LNKB
Rivernorth Flexible Municipal Income Fund Inc,RFM.N,
Vontier Corp,VNT.N,VNTX
Inari Medical Inc,NARI.OQ^B25,SYKINM
Edge Total Intelligence Inc,CTRL.V,
Aeva Technologies Inc,AEVA.OQ,
Braxia Scientific Corp,BRAX.CD,
Partners Value Split Corp,PVS_ph.TO,PVS
Zoominfo Technologies Inc,GTM.OQ,GTM
Baltic I Acquisition Corp,BLTCp.V,
Procore Technologies Inc,PCOR.N,
Accolade Inc,ACCD.OQ^D25,TANSRC
Oric Pharmaceuticals Inc,ORIC.OQ,
Valencia Capital Inc,VALp.V,
Metamaterial Inc,MMAX.CD^F25,
Goldenwell Biotech Inc,GWLL.PK,
Old Ayala Inc,AYLA.OQ^A23,
XTM Inc,PAID.CD,
IronNet Inc,IRNTQ.PK^B24,
Pulmonx Corp,LUNG.OQ,
Everything Blockchain Inc,EBZT.PK,
Frequency Exchange Corp,FREQ.V,
SCVX Corp,SCVX.PK^H22,
UWM Holdings Corp,UWMC.N,UWMC
Lyra Therapeutics Inc,LYRA.OQ,
Carrier Global Corp,CARR.N,CARRX
Otis Worldwide Corp,OTIS.N,OTIS
Arconic Corp (PITTSBURGH),ARNC.N^H23,ARELHC
Brookfield Infrastructure Corp,BIPC.N,BIPC
Keros Therapeutics Inc,KROS.OQ,
Zentalis Pharmaceuticals Inc,ZNTL.OQ,
CISO Global Inc,CISO.OQ,
Electronic Servitor Publication Network Inc,XESP.PK,
Quanergy Systems Inc,QNGYQ.PK^L23,
Greenlit Ventures Inc,GLVT.PK,
Claritev Corp,CTEV.N,CTEV
Harbor Custom Development Inc,HCDIQ.PK^H24,HRCDE
Sphere Entertainment Co,SPHR.N,SPHR
Rush Street Interactive Inc,RSI.N,
QWI Investments Ltd,QWI.JS,
Banco Promerica de Costa Rica SA,BPROMA1.CJ,PRFCR
Starguide Group Inc,STRG.PK,
Zhonghe Brand Yunjigou Technology Inc,CRGH.PK,
Skillz Inc,SKLZ.N,SKLZ
Volvo Financial Services Empresa de Creditos SA,VFSECAC1.LM^D24,
Nuvve Holding Corp,NVVE.OQ,
Psomagen Inc,950200.KQ,
Oncology Institute Inc,TOI.OQ,
Acasia Technology Inc,ACAT.PK,
Newtopia Inc,NEWUh.V,
New Leaf Ventures Inc,NLV.CD^A26,
Polished.com Inc,POLCQ.PK,POL
Vincerx Pharma Inc,VINC.PK,
Fansunite Entertainment Inc,FUNFF.PK,
BlackRock Capital Allocation Term Trust,BCAT.N,
Voltage Metals Corp,VOLT.CD,
Pliant Therapeutics Inc,PLRX.OQ,
Crown Electrokinetics Corp.,CRKN.PK,
Allpark Empreendimentos Participacoes e Servicos SA,ALPK3.SA,ALPKC
Legend Biotech Corp,LEGN.OQ,
Shift4 Payments Inc,FOUR.N,FOUR
SelectQuote Inc,SLQT.N,SLQT
Applied Molecular Transport Inc,AMTI.OQ^L23,
DSI Winddown Inc,DNMRQ.PK^G25,DNMR
Sweet Earth Holdings Corp,SE.CD,
PGIM Short Duration High Yield Opportunities Fund,SDHY.N,
"Avidity Biosciences, Inc",RNAM.OQ^C26,
Generation Bio Inc,GBIO.OQ^B26,
Royalty Pharma PLC,RPRX.OQ,RPRX
Vaxcyte Inc,PCVX.OQ,
Red Light Holland Corp,TRIP.CD,TRIPX
Aeonian Resources Corp,ALTN.V,
American Strategic Investment Co,NYC.N,NYC
Biora Therapeutics Inc,BIORQ.PK,BIORQ
Eos Energy Enterprises Inc,EOSE.OQ,EOSE
Warner Music Group Corp,WMG.OQ,WMG
Greenwich Lifesciences Inc,GLSI.OQ,
Repare Therapeutics Inc,RPTX.OQ^A26,
Forma Therapeutics Holdings Inc,FMTX.OQ^J22,
Albertsons Companies Inc,ACI.N,ACI
First Southern Bank (Alabama),FSBH.PK,FSBH
BYT Holdings Ltd,BYT.CD,
Akouos Inc,AKUS.OQ^L22,
Fusion Pharmaceuticals Inc (Pre-Merger),FUSN.OQ^F24,
Agora Inc,API.OQ,
Lemonade Inc,LMND.N,LMND
Dun & Bradstreet Holdings Inc,DNB.N^H25,DNINHD
Clover Health Investments Corp,CLOV.OQ,
American National Group Inc,ANG_pb.N^J25,ANG
E2open Parent Holdings Inc,ETWO.N^H25,WTCEPE
AppHarvest Inc,APPHQ.PK^L23,
Purecycle Technologies Inc,PCT.OQ,PCTX
Very Good Food Company Inc,VGFCQ.PK,
Fs Kkr Capital Corp II,FSKR.N^F21,FSKKRB
Opendoor Technologies Inc,OPEN.OQ,OPEN
POINT Biopharma Global Inc,PNT.OQ^L23,
Bank of China Peru SA,BOCPEC1.LM,
MP Materials Corp,MP.N,MP
Bonk Inc,BNKK.OQ,
Bt Brands Inc,BTBD.OQ,
Eastern Bankshares Inc,EBC.OQ,EBC
Nkarta Inc,NKTX.OQ,
Trean Insurance Group Inc,TIG.OQ^D23,
nCino Inc,NCNO.OQ,NCNO
First Trust High Yield Opportunities 2027 Term Fund,FTHY.N,
Kalon Acquisition Corp.,KACp.V,
Relay Therapeutics Inc,RLAY.OQ,
iTeos Therapeutics Inc,ITOS.OQ^I25,
Aditxt Inc,ADTX.OQ,
GB Group Corp,GBGR.PN,GBGR
Golden Forest SA,GOLD.PN,
Grupo ASSA SA,ASSA.PN,ASAT
Grupo Bandelta Holding Corp,GBHC.PN,GBHC
Grupo Melo SA,MELO.PN,MELOX
Grupo Mundial Tenedora SA,GMUN.PN,GMUN
Istmo Compania de Reaseguros Inc,REIS.PN,REISX
Latinex Holdings Inc,LTXH.PN,LATHI
MHC Holdings Inc,MHCH.PN,MHCH
Tropical Resorts International Inc,TRES.PN,TRESX
Union Nacional de Empresas SA,UNEM.PN,UNEMX
Latin American Kraft Investments Inc,LAKI085PREFA.PN,LAKI
Multibank Inc,MULT07PREFA.PN^H20,ALAXB
Towerbank International Inc,TOWI07PREFB.PN,TIMNLL
Lightning eMotors Inc,ZEVY.PK,ZEV
Bruker Cellular Analysis Inc,CELL.OQ^J23,BRKRBU
Cano Health Inc,CANOQ.PK^G24,CANOQ
ALX Oncology Holdings Inc,ALXO.OQ,
Pandion Therapeutics Inc,PAND.OQ^D21,
Montrose Environmental Group Inc,MEG.N,MEGY
Annexon Inc,ANNX.OQ,
Kubient Inc,KBNT.PK,
Nurix Therapeutics Inc,NRIX.OQ,
Inozyme Pharma Inc,INZY.OQ^G25,
Vasta Platform Ltd,VSTA.OQ^B26,COGNCC
Cox Energy SAB de CV,COXA.MX,
Clearbrook Group Holdings Inc,ARGO_pa.N^I25,BNTCLE
Butterfly Network Inc,BFLY.N,
Vital Farms Inc,VITL.OQ,VITL
Vision Marine Technologies Inc,VMAR.OQ,
McDermott International Ltd,MCDIF.PK,
Ambipar Participacoes e Empreendimentos SA,AMBP3.SA,AMBPC
Kadestone Capital Corp,KDSX.V,
Rackspace Technology Inc,RXT.OQ,RXT
Padtec Holding SA,PDTC3.SA,PDTCC
Gohealth Inc,GOCO.OQ,GOCO
Commerce.com Inc,CMRC.OQ,CMRC
Kalaris Therapeutics Inc,KLRS.OQ,
Alight Inc,ALIT.N,ALIT
Dye & Durham Ltd,DND.TO,DND
BuildDirect.com Technologies Inc,BILD.V,
Marwest Apartment Real Estate Investment Trust,MAR_u.V,
Raizen SA,RAIZ4.SA,RAIZD
Acutus Medical Inc,AFIB.PK,
Jamf Holding Corp,JAMF.OQ^B26,JWBKRJ
Applied UV Inc,AUVI.PK,AUVI
Netstreit Corp,NTST.N,NTSEI
Griffin-American Healthcare REIT III Inc,GRAH.PK^H25,AHRGAH
Vertex Inc,VERX.OQ,VERX
Checkmate Pharmaceuticals Inc,CMPI.OQ^F22,
Orchestra Biomed Holdings Inc,OBIO.OQ,
T3 Defense Inc,DFNS.OQ,
Rocket Companies Inc,RKT.N,RKTX
Oak Street Health Inc,OSH.N^E23,CVSOA
Brookfield Renewable Corp,BEPC.N,BEPC
Nautilus Biotechnology Inc,NAUT.OQ,
Inhibikase Therapeutics Inc,IKT.OQ,
Abrdn Global Infrastructure Income Fund,ASGI.N,
Duck Creek Technologies Inc,DCT.OQ^C23,DSOPTD
Disc Medicine Inc,IRON.OQ,
Transphorm Technology Inc,TGAN.OQ^F24,
Harmony Biosciences Holdings Inc,HRMY.OQ,HRMY
Lojas Quero-Quero SA,LJQQ3.SA,LJQQC
d1000 Varejo Farma Participacoes SA,DMVF3.SA,
Talkspace Inc,TALK.OQ,
Cerevel Therapeutics Holdings Inc,CERE.OQ^H24,ABBVC
Grupo de Moda SOMA SA,SOMA3.SA^H24,SOMAC
Highmark Interactive Inc,HMRKh.V^E25,HMKIT
High Mountain 2 Capital Corp,HMCCp.V,
CSN Mineracao SA,CMIN3.SA,CMINC
Western Asset Diversified Income Fund WDI,WDI.N,
Tango Therapeutics Inc,TNGX.OQ,
Eventiko Inc,EVTK.PK,
Hero Innovation Group Inc,HRO.CD,
Phi Group Inc,PHIG.PK,PHIGX
Discount Print Usa Inc,DPUI.PK,
Sila Realty Trust Inc,SILA.N,SILA
Kymera Therapeutics Inc,KYMR.OQ,
System1 Inc,SST.N,SSTX
Broadstone Net Lease Inc,BNL.N,BNLX
American Outdoor Brands Inc,AOUT.OQ,
Xcyte Digital Corp,XCYT.V,
Presidio Property Trust Inc,SQFT.OQ,SQFT
Credissential Inc,WHIP.CD,
MoneyLion Inc,ML.N^D25,
Empreendimentos Pague Menos SA,PGMN3.SA,PGMNC
Sustainable Innovation & Health Dividend Fund,SIH_u.TO,
Quantumscape Corp,QS.OQ,QSX
Amergent Hospitality Group Inc,AMHGQ.PK,
Amesite Inc,AMST.OQ,
Mirion Technologies Inc,MIR.N,MIRX
Nuvation Bio Inc,NUVB.N,
Gelesis Holdings Inc,GLSHQ.PK,
Goldn Futures Mineral Corp,FUTR.CD,
Lavvi Empreendimentos Imobiliarios S/A,LAVV3.SA,LAVVC
Bentley Systems Inc,BSY.OQ,BSY
Inverfal Peru SAA,INVFALC1.LM,INVFX
Inmobiliaria SIC SA,ISICC1.LM,
Corsair Gaming Inc,CRSR.OQ,CRSR
Outset Medical Inc,OM.OQ,OM
StepStone Group Inc,STEP.OQ,STEP
Sumo Logic Inc,SUMO.OQ^E23,
Metacrine Inc,MTCR.PK^F23,
Jfrog Ltd,FROG.OQ,FROG
Unity Software Inc,U.N,U
American Well Corp,AMWL.N,
Dyne Therapeutics Inc,DYN.OQ,
Vitru Ltd,VTRU.OQ^F24,VTRU
Playboy Inc,PLBY.OQ,PLBY
Faraday Future Intelligent Electric Inc,FFAI.OQ,
SuperBuzz Inc,SPZ.V,
Mosaico Tecnologia ao Consumidor SA,MOSI3.SA^C22,
Snowflake Inc,SNOW.N,SNOWY
Pet Center Comercio e Participacoes SA,PETZ3.SA^A26,PETZC
LeonaBio Inc,LONA.OQ,
Aspen Digital Inc,ASPD.PK,
Pactiv Evergreen Inc,PTVE.OQ^D25,CYDDEP
Cury Construtora e Incorporadora SA,CURY3.SA,CURYC
HBR Realty Empreendimentos Imobiliarios SA,HBRE3.SA,HBREC
GoodRx Holdings Inc,GDRX.OQ,GDRX
Huuuge Inc,HUGP.WA,
Vicarious Surgical Inc,RBOT.PK,
Laird Superfood Inc,LSF.A,
Plano & Plano Desenvolvimento Imobiliario SA,PLPL3.SA,PLPLC
Hidrovias do Brasil SA,HBSA3.SA,HBSAC
Ambipar Emergency Response,AMBIQ.PK,AMBPCA
Pyxus International Inc,PYYX.PK,PYYX
Origin Materials Inc,ORGN.OQ,
HAVN Life Sciences Inc,HAVN.CD,
Pershing Square Tontine Holdings Ltd,PSTH.N^G22,
Mission Produce Inc,AVO.OQ,AVO
CalciMedica Inc,CALC.OQ,
PMV Pharmaceuticals Inc,PMVP.OQ,
Prelude Therapeutics Inc,PRLD.OQ,
Taysha Gene Therapies Inc,TSHA.OQ,
Flagship Communities Real Estate Investment Trust,MHCu.TO,
MarketWise Inc,MKTW.OQ,MKTW
JSL SA,JSLG3.SA,JSLGC
Immunome Inc,IMNM.OQ,
Abacus Global Management Inc,ABX.N,ABXZ
Academy Sports and Outdoors Inc,ASO.OQ,ASO
C4 Therapeutics Inc,CCCC.OQ,
Oncorus Inc,ONCR.PK^A24,
Palantir Technologies Inc,PLTR.OQ,PLTR
BRBI BR Partners SA,BRBI11.SA,BRBIA
Asana Inc,ASAN.N,
Elutia Inc,ELUT.OQ,
Nuvei Corp (Pre-Merger),NVEI.TO^K24,NUVEI
CareMax Inc,CMAXQ.PK^B25,CRMAX
Lucid Group Inc,LCID.OQ,LCID
Tempo Automation Holdings Inc,TMPOQ.PK,
Sequoia Logistica e Transportes SA,SEQL3.SA,SEQLC
E.Merge Technology Acquisition Corp,ETAC.OQ^I22,
LNG Energy Group Corp,LNGE.V,
Getty Images Holdings Inc,GETY.N,GETY
Melnick Desenvolvimento Imobiliario SA,MELK3.SA,
Boa Vista Servicos SA,BOAS3.SA^H23,BOASC
Triad Business Bank,TBBC.PK,TBBC
LENSAR Inc,LNSR.OQ,
Kronos Bio LLC,KRON.OQ^F25,
Spruce Biosciences Inc,SPRB.OQ,
Evolv Technologies Holdings Inc,EVLV.OQ,
Shattuck Labs Inc,STTK.OQ,
GO Acquisition Corp,GOAC.N^H22,
Array Technologies Inc,ARRY.OQ,ARRY
Astra Space Inc,ASTR.OQ^G24,
,ASTR.OQ^G24,
Grupo Mateus SA,GMAT3.SA,GMATC
Denbury Inc,DEN.N^K23,DEN
Topaz Energy Corp,TPZ.TO,TPZX
Tarsus Pharmaceuticals Inc,TARS.OQ,
Aligos Therapeutics Inc,ALGS.OQ,
Eargo Inc,EAR.OQ^B24,
5:01 Acquisition Corp,FVAM.OQ^J22,
Praxis Precision Medicines Inc,PRAX.OQ,
Landbay Inc,LNBY.PK,
Mcafee Corp,MCFE.OQ^C22,MCFE
Acosta Verde SAB de CV,GAVA.MX,
Christina Lake Cannabis Corp,CLC.CD,CLCX
ATI Physical Therapy Inc,ATIP.PK^H25,ATIPS
Datto Holding LLC,MSP.N^F22,
BBX Capital Inc,BBXIA.PK,BBXIA
AIM5 Ventures Inc,AIMEp.V,
RedBall Acquisition Corp,RBAC.N^H22,
CCC Intelligent Solutions Holdings Inc,CCC.OQ,CCCX
Guild Holdings Co,GHLD.N^K25,GUFMSG
Urgent.ly Inc,ULY.OQ,
BCLS Acquisition Corp,BLSA.OQ^J22,
Foghorn Therapeutics Inc,FHTX.OQ,
Biodesix Inc,BDSX.OQ,
Lion Electric Co,LEVGQ.PK,LEVGQ
Stem Inc,STEM.N,STEM
Markforged Holding Corp,MKFG.N^D25,
HAW Capital 2 Corp,HAWp.V,
Root Inc,ROOT.OQ,ROOT
Mediaalpha Inc,MAX.N,
Grail Inc,GRAL.OQ,
Ouster Inc,OUST.OQ,
Burgundy Technology Acquisition Corp,BTAQ.OQ^C22,
IC Group Holdings Inc,ICGH.V,
AF2 Capital Corp,AFp.V,
Allegro Microsystems Inc,ALGM.OQ,ALGM
Vivid Seats Inc,SEAT.OQ,SEATX
FAST Acquisition Corp,FST.N^H22,
Track & Field SA Co,TFCO4.SA,
Leslie's Inc,LESL.OQ,
Steep Hill Inc,STPH.CD,
Cruzeiro do Sul Educacional SA,CSED3.SA,CSEDC
SQZ Biotechnologies Co,SQZB.PK,
Vivos Therapeutics Inc,VVOS.OQ,
Atea Pharmaceuticals Inc,AVIR.OQ,
Atlantic Avenue Acquisition Corp,ASAQ.N^J22,
MSP Recovery Inc,MSPR.PK,
Enjoei SA,ENJU3.SA,
Jabbo Capital Corp,JABp.V,
Everyday People Financial Corp,EPF.V,
View Operations LLC,VIEWQ.PK^E24,VEWTPV
Payoneer Global Inc,PAYO.OQ,
Science 37 Holdings LLC,SNCE.OQ^C24,
Meliuz SA,CASH3.SA,
Verici DX PLC,VRCI.L,
Alphaville SA,AVLL3.SA,AVLLC
Compass Therapeutics Inc.,CMPX.OQ,
NUBURU Inc,BURU.A,
Psyched Wellness Ltd,PSYC.CD,
MetroMile Inc,MILE.OQ^G22,
CIM Real Estate Finance Trust Inc,CMRF.PK,CMRF
Taboola.com Ltd,TBLA.OQ,TBLAX
Bemobi Mobile Tech SA,BMOB3.SA,
Anemoi International Ltd,AMOI.L,
Quantum-Si Inc,QSI.OQ,
GeneDx Holdings Corp,WGS.OQ,
